Order ID,Order Date,Ship Date,Customer Id,Product id,Actual price,Discounted price,Sold price,Quantity,Bill Amount,
CA-2014-108854,2014-12-09,2014-12-15,1586F447E7E2C88,B0994GP1CX,999,115,884,1.00,884.00,
CA-2014-108854,2014-12-09,2014-12-15,Ccbe183eAEa6A6b,B07H8W9PB6,499,175,324,3.00,972.00,
CA-2014-108854,2014-12-09,2014-12-15,8aadeCD2FA2B9Af,B09NNHFSSF,"4,700","1,999",2701,1.00,2701.00,
CA-2014-166856,2014-09-19,2014-09-23,506aAb3dEE3e7C9,B08D9NDZ1Y,"4,332.96","3,999",333.96,7.00,2337.72,
CA-2014-166856,2014-09-19,2014-09-23,d03d0321A8DC6aD,B0085IATT6,"1,800",899,901,3.00,2703.00,
US-2013-163258,2013-12-30,2014-01-03,2D87D4c98F1dc84,B08WJ86PV2,990,299,691,3.00,2073.00,
CA-2013-153598,2013-12-04,2013-12-07,Ad32EEeDdFD1E2C,B078HRR1XV,"4,699","3,303",1396,5.00,6980.00,
CA-2013-153598,2013-12-04,2013-12-07,a88f50a26639aC7,B09P22HXH6,"5,490","1,890",3600,6.00,21600.00,
US-2013-108497,2013-06-15,2013-06-15,fA8d3f90B787641,B00LM4X3XE,100,90,10,5.00,50.00,
CA-2013-113096,2013-09-03,2013-09-05,58aFaBf0EA3b0e8,B09YLFHFDW,"2,790","1,599",1191,3.00,3573.00,
CA-2014-129707,2014-04-26,2014-04-30,fCdf35dcc0ba4F4,B07YWS9SP9,999,599,400,4.00,1600.00,
CA-2012-160171,2012-10-19,2012-10-24,6F9aCA7a4F014D1,B002PD61Y4,"1,208",507,701,5.00,3505.00,
CA-2012-160171,2012-10-19,2012-10-24,Ca086b385F4D4Ca,B08WLY8V9S,899,425,474,3.00,1422.00,
CA-2014-155929,2014-09-10,2014-09-14,743E069Ac5AEe8B,B0873L7J6X,"3,999","1,499",2500,2.00,5000.00,
CA-2013-140613,2013-07-23,2013-07-30,a1A7c5d6B086dBF,B07YNHCW6N,"2,499",549,1950,5.00,9750.00,
CA-2014-130631,2014-12-30,2015-01-03,ff0305D6F63Def6,B07232M876,395,199,196,5.00,980.00,
CA-2014-130631,2014-12-30,2015-01-03,F911D8Acb0fdaa6,B01MQ2A86A,"1,645","1,295",350,2.00,700.00,
CA-2014-116680,2014-09-05,2014-09-07,8a1879E8dEfc7F8,B00KIE28X0,310,310,0,6.00,0.00,
CA-2014-116680,2014-09-05,2014-09-07,4ede9D5B2cD79bd,B08BQ947H3,149,149,0,8.00,0.00,
CA-2014-101574,2014-09-29,2014-10-05,603D03Cbbe6bCc8,B0BHYJ8CVF,"1,499","1,149",350,3.00,1050.00,
CA-2011-146591,2011-01-20,2011-01-21,eDcF9C03753e89a,B0BCVJ3PVP,"1,299",499,800,10.00,8000.00,
CA-2011-146591,2011-01-20,2011-01-21,465bEeB7ed1B91d,B0B2931FCV,"4,199",999,3200,4.00,12800.00,
CA-2011-146591,2011-01-20,2011-01-21,A87d6D772BcBF59,B09TMZ1MF8,"4,000","1,709",2291,5.00,11455.00,
CA-2011-146591,2011-01-20,2011-01-21,6f5a4aae7d6A1Bf,B07VV37FT4,250,250,0,5.00,0.00,
CA-2013-122448,2013-06-10,2013-06-15,C8e8DD1dBD1Cc1B,B07P681N66,"2,199","1,199",1000,3.00,3000.00,
CA-2011-132451,2011-09-26,2011-09-27,CDb3EB07DbdeCC5,B07JB2Y4SR,100,90,10,3.00,30.00,
CA-2011-132451,2011-09-26,2011-09-27,e3E846defcaC4Fa,B08KRMK9LZ,"5,999","2,025",3974,3.00,11922.00,
CA-2014-116946,2014-12-20,2014-12-24,33fb0b96A3Ce3Da,B08LT9BMPP,"1,995","1,495",500,5.00,2500.00,
CA-2014-116946,2014-12-20,2014-12-24,Fe9B4De4DC87d8a,B082T6V3DT,"2,100",799,1301,2.00,2602.00,
CA-2014-116946,2014-12-20,2014-12-24,1f9B6Bc6fcC41bc,B0814ZY6FP,"1,199",899,300,7.00,2100.00,
CA-2014-105487,2014-10-09,2014-10-15,f2eD20d3c60c5EE,B09F3PDDRF,999,349,650,1.00,650.00,
CA-2014-105487,2014-10-09,2014-10-15,aDf86eD21AEBA71,B07X963JNS,"2,499",900,1599,2.00,3198.00,
CA-2014-105487,2014-10-09,2014-10-15,D51b40267112fB9,B09LD3116F,"3,990","2,490",1500,4.00,6000.00,
CA-2014-105487,2014-10-09,2014-10-15,8d74C14Af95B74c,B08Y5QJTVK,200,116,84,2.00,168.00,
CA-2011-105249,2011-11-28,2011-11-28,eDe45bf6aC8ADf2,B00LY1FN1K,230,200,30,2.00,60.00,
CA-2011-105249,2011-11-28,2011-11-28,aAC0dEdc22BBa83,B07DJ5KYDZ,"2,796","1,249",1547,4.00,6188.00,
CA-2011-105249,2011-11-28,2011-11-28,E325c8d31857cEf,B009LJ2BXA,999,649,350,4.00,1400.00,
US-2013-162026,2013-10-09,2013-10-09,CadF3E4Af2ea92e,B09BVCVTBC,"3,499","2,649",850,2.00,1700.00,
CA-2012-168529,2012-10-08,2012-10-12,da9189effC52064,B0BFWGBX61,349,199,150,5.00,750.00,
US-2011-137680,2011-02-25,2011-03-02,97B9A224fdeAedA,B07SY4C3TD,723,596,127,4.00,508.00,
US-2011-137680,2011-02-25,2011-03-02,dDa8aC2Dd99a36F,B094JB13XL,"5,999","2,499",3500,3.00,10500.00,
CA-2013-110982,2013-06-06,2013-06-08,080d64e37586bDA,B08CRRQK6Z,"12,499","4,999",7500,6.00,45000.00,
CA-2013-110982,2013-06-06,2013-06-08,b816EECEB9AEFF6,B08MTLLSL8,"1,290",399,891,4.00,3564.00,
CA-2013-147123,2013-12-11,2013-12-13,0c7cE200C288D83,B08Y57TPDM,200,116,84,12.00,1008.00,
CA-2014-154501,2014-05-01,2014-05-06,fFAf8F4Cfa2ecd9,B09CYTJV3N,"5,999","4,499",1500,2.00,3000.00,
CA-2014-166933,2014-04-25,2014-04-29,59e3AfDeEd7aad0,B07GLNJC25,499,330,169,1.00,169.00,
CA-2013-134936,2013-12-20,2013-12-26,E7D74f12DeA75FF,B08FY4FG5X,"2,499",649,1850,6.00,11100.00,
CA-2013-134936,2013-12-20,2013-12-26,bc12F82EAff157f,B07TMCXRFV,"1,599","1,234",365,6.00,2190.00,
CA-2013-134936,2013-12-20,2013-12-26,5F2faA929AD5dC7,B01FSYQ2A4,"2,990","1,399",1591,2.00,3182.00,
CA-2014-151008,2014-09-08,2014-09-09,22FD8CFFeCDE7DF,B00LZPQVMK,320,272,48,2.00,96.00,
CA-2014-151008,2014-09-08,2014-09-09,f2bd6BEea14F3cC,B08X77LM8C,999,99,900,4.00,3600.00,
CA-2011-159800,2011-11-28,2011-12-01,F0f5bC93b6eeC25,B01EJ5MM5M,"3,875","3,498",377,3.00,1131.00,
CA-2011-159800,2011-11-28,2011-12-01,5B5eA31634ACC14,B08J82K4GX,"19,110","10,099",9011,7.00,63077.00,
US-2012-114741,2012-12-06,2012-12-10,60D03A0a3F0da9a,B07Z1Z77ZZ,999,449,550,1.00,550.00,
US-2012-114741,2012-12-06,2012-12-10,3aBe7dd22e1ecD6,B00DJ5N9VK,150,150,0,5.00,0.00,
US-2012-114741,2012-12-06,2012-12-10,bca8c61e80D02A4,B0B4DT8MKT,"1,499",348,1151,3.00,3453.00,
CA-2013-136686,2013-12-13,2013-12-17,eAD9fF7cad2c49d,B08FGNPQ9X,"2,999","1,199",1800,6.00,10800.00,
CA-2013-136686,2013-12-13,2013-12-17,FB358C9e5bC0E12,B07NTKGW45,899,397,502,3.00,1506.00,
CA-2014-137498,2014-09-10,2014-09-15,8e2Cb63f4FA05B8,B08CDKQ8T6,349,154,195,2.00,390.00,
CA-2014-137498,2014-09-10,2014-09-15,9931eB23F1CdDC9,B08J4PL1Z3,"1,490",699,791,5.00,3955.00,
CA-2014-137498,2014-09-10,2014-09-15,Cc2b9aFfAE3cF6f,B07XJWTYM2,"1,999","1,679",320,9.00,2880.00,
CA-2011-116673,2011-12-15,2011-12-19,aBAfDAF3CA90EC2,B09939XJX8,"1,500",354,1146,2.00,2292.00,
CA-2012-149993,2012-03-19,2012-03-20,55e6738Ecc5fDe0,B09MDCZJXS,"5,499","1,199",4300,5.00,21500.00,
CA-2011-168158,2011-07-19,2011-07-24,0A0EFB6DDB9EB59,B08CTQP51L,"1,499",379,1120,2.00,2240.00,
CA-2013-115224,2013-12-09,2013-12-12,dFb4Bfeac0FF3Fb,B0BG62HMDJ,775,499,276,3.00,828.00,
CA-2013-115224,2013-12-09,2013-12-12,56aef1a60a6dABc,B08GTYFC37,"32,000","10,389",21611,2.00,43222.00,
CA-2012-168634,2012-12-06,2012-12-11,8cAF34a0F7eac6c,B08SBH499M,"1,300",649,651,2.00,1302.00,
CA-2014-121027,2014-08-19,2014-08-23,81d3bA3fC7CDA8C,B08FYB5HHK,"1,999","1,199",800,2.00,1600.00,
CA-2014-121027,2014-08-19,2014-08-23,2824dc9febf3f1D,B0994GFWBH,999,139,860,9.00,7740.00,
CA-2012-101154,2012-09-18,2012-09-21,74dEEbe0CFB7E85,B0B5GJRTHB,"1,999",889,1110,4.00,4440.00,
CA-2013-121748,2013-10-25,2013-10-29,7ADcFb7bc7D1663,B09GBBJV72,"2,199","1,409",790,4.00,3160.00,
CA-2013-121748,2013-10-25,2013-10-29,678c8c023Bd920d,B07P434WJY,"1,999",549,1450,2.00,2900.00,
CA-2011-126683,2011-09-29,2011-10-01,b3dc68DBaE110BE,B07T9FV9YP,"1,799",749,1050,2.00,2100.00,
CA-2011-126683,2011-09-29,2011-10-01,2DB500eb3a0DE4A,B01GGKZ0V6,845,329,516,9.00,4644.00,
CA-2014-123022,2014-09-04,2014-09-09,A81492Ad5F9AcdF,B08WKFSN84,"1,099",379,720,5.00,3600.00,
CA-2014-123022,2014-09-04,2014-09-09,9E13f2c2a68E9d1,B09TBCVJS3,"7,999","5,998",2001,3.00,6003.00,
CA-2011-154893,2011-12-21,2011-12-27,849E8AF7D48dA2c,B08TR61BVK,"1,499",299,1200,6.00,7200.00,
CA-2011-154893,2011-12-21,2011-12-27,65EbC9707a2E4a1,B0B2CPVXHX,"1,499",379,1120,3.00,3360.00,
CA-2014-120719,2014-03-24,2014-03-27,F5f264c481eaE1d,B08XNL93PL,"2,999","1,399",1600,5.00,8000.00,
CA-2014-168179,2014-11-03,2014-11-08,8cF0b6cd2E93c00,B088GXTJM3,"1,299",699,600,3.00,1800.00,
CA-2014-142342,2014-07-18,2014-07-20,d2e4F8EEEFD262C,B099S26HWG,300,300,0,5.00,0.00,
CA-2014-142342,2014-07-18,2014-07-20,2Ea64a27cDd5eA7,B08461VC1Z,"1,995",999,996,5.00,4980.00,
CA-2014-142342,2014-07-18,2014-07-20,Fd1aC693903c1f6,B00K32PEW4,535,535,0,2.00,0.00,
CA-2014-142342,2014-07-18,2014-07-20,04ea8cfaB87DcDb,B09F9YQQ7B,"24,999","13,999",11000,5.00,55000.00,
US-2011-134187,2011-11-04,2011-11-11,B67f0bC593dE9e4,B07LFWP97N,"1,099",269,830,1.00,830.00,
CA-2013-145261,2013-12-19,2013-12-22,B31c210B2D05ed0,B0746N6WML,450,341,109,4.00,436.00,
CA-2013-145261,2013-12-19,2013-12-22,4effbb015B8BD82,B07W9KYT62,"3,999","2,499",1500,4.00,6000.00,
CA-2013-145261,2013-12-19,2013-12-22,5FD087094D61F20,B0B5ZF3NRK,599,349,250,2.00,500.00,
CA-2013-145261,2013-12-19,2013-12-22,83bfC38Cc08BbF7,B08D9MNH4B,"7,005","5,899",1106,3.00,3318.00,
CA-2013-145261,2013-12-19,2013-12-22,FE5c66EBEb3bBF4,B078G6ZF5Z,"1,199",699,500,5.00,2500.00,
CA-2013-145261,2013-12-19,2013-12-22,5faDDad87B098f7,B09MKG4ZCM,"2,999","1,565",1434,4.00,5736.00,
CA-2013-145261,2013-12-19,2013-12-22,14Ff4b63A2fecF4,B07RZZ1QSW,799,326,473,3.00,1419.00,
CA-2013-108875,2013-09-25,2013-10-02,8d32c2fcD809843,B08BCKN299,999,120,879,2.00,1758.00,
CA-2013-108875,2013-09-25,2013-10-02,bdd60975F95e13f,B07222HQKP,999,657,342,9.00,3078.00,
CA-2013-142405,2013-06-12,2013-06-16,8F0BfBe3D4CD58d,B00NFD0ETQ,"2,895","1,995",900,2.00,1800.00,
CA-2013-142405,2013-06-12,2013-06-16,3d50150d02477c6,B075DB1F13,"1,500","1,500",0,14.00,0.00,
CA-2013-142405,2013-06-12,2013-06-16,fAae57eb4aa316c,B0148NPH9I,"3,195","2,640",555,3.00,1665.00,
CA-2012-141012,2012-06-09,2012-06-11,aECaF271AdE58AD,B01JOFKL0A,"6,355","5,299",1056,4.00,4224.00,
CA-2012-141012,2012-06-09,2012-06-11,A8d84178dAA908d,B09Q8HMKZX,699,263,436,3.00,1308.00,
CA-2013-146318,2013-01-22,2013-01-27,41FB63B1bcA71F6,B079S811J3,"2,999","1,990",1009,2.00,2018.00,
CA-2011-135993,2011-05-28,2011-06-02,D3eAf74eb27fa9f,B0083T231O,"1,499","1,289",210,6.00,1260.00,
CA-2011-135993,2011-05-28,2011-06-02,6E4cC7efA8baaf5,B086PXQ2R4,165,165,0,4.00,0.00,
CA-2012-131072,2012-11-05,2012-11-05,afe2C0C71D31209,B07L1N3TJX,"3,499","1,699",1800,3.00,5400.00,
CA-2013-126165,2013-05-06,2013-05-08,ed6F250BBf1b87F,B07YFWVRCM,"7,500","2,299",5201,2.00,10402.00,
CA-2014-148320,2014-11-04,2014-11-09,09cc751fF83BE5e,B01GGKYKQM,700,219,481,6.00,2886.00,
CA-2012-138674,2012-11-14,2012-11-17,4126aEFff163e5c,B08TDJ5BVF,39,39,0,5.00,0.00,
CA-2012-138674,2012-11-14,2012-11-17,6D9bF63d3DA044d,B09XXZXQC1,"37,999","26,999",11000,3.00,33000.00,
CA-2012-138674,2012-11-14,2012-11-17,d83A31462C8dd34,B083T5G5PM,"1,990","1,490",500,4.00,2000.00,
CA-2013-165820,2013-09-27,2013-10-01,0507bEE6705B1Be,B0BHVPTM2C,"1,949",398,1551,2.00,3102.00,
CA-2011-148614,2011-01-21,2011-01-26,DA33E4eb08D82e1,B0B86CDHL1,899,349,550,2.00,1100.00,
CA-2011-148614,2011-01-21,2011-01-26,CC9EFA9ead50cc4,B01NBX5RSB,"1,547",770,777,2.00,1554.00,
CA-2014-156139,2014-01-01,2014-01-07,f7Ad0BBbbBa05dC,B08MWJTST6,"1,299",279,1020,3.00,3060.00,
US-2014-147886,2014-03-29,2014-04-01,A35A5CdBE8168b2,B07R99NBVB,599,249,350,2.00,700.00,
US-2014-147886,2014-03-29,2014-04-01,dfD2d1faCa759df,B08R69VDHT,499,115,384,1.00,384.00,
US-2014-147886,2014-03-29,2014-04-01,ce24B24fe544a83,B00LY12TH6,230,230,0,2.00,0.00,
US-2014-147886,2014-03-29,2014-04-01,Ee40F4dbAD2C1b3,B09RWZRCP1,999,399,600,4.00,2400.00,
US-2014-147886,2014-03-29,2014-04-01,4Aa0DeFBCfFbADe,B08497Z1MQ,700,599,101,3.00,303.00,
US-2014-147886,2014-03-29,2014-04-01,f41dF8Fd2aF69d5,B07KNM95JK,"1,150",598,552,7.00,3864.00,
US-2014-147886,2014-03-29,2014-04-01,4d9c154a6FBB4d9,B09Q3M3WLJ,"1,499",399,1100,7.00,7700.00,
CA-2013-125850,2013-01-22,2013-01-28,5bbB2caA615b33c,B09B9SPC7F,"1,299",499,800,3.00,2400.00,
CA-2013-125850,2013-01-22,2013-01-28,923C0eEC7aa5F0B,B09CMP1SC8,499,199,300,5.00,1500.00,
US-2013-111528,2013-12-31,2013-12-31,EceFB65BD36e2bD,B099SD8PRP,"1,090",579,511,4.00,2044.00,
US-2013-111528,2013-12-31,2013-12-31,Cde0069a9554Da9,B09YLXYP7Y,399,179,220,1.00,220.00,
CA-2014-158169,2014-08-13,2014-08-16,FaE1D17e7fC1dc8,B00S2SEV7K,100,90,10,3.00,30.00,
CA-2014-158169,2014-08-13,2014-08-16,E3D5B6ee13A76eE,B08WKCTFF3,"1,999",899,1100,4.00,4400.00,
CA-2012-117772,2012-09-10,2012-09-12,101a9f2F128dbef,B08498D67S,"1,800","1,149",651,6.00,3906.00,
US-2011-126340,2011-11-08,2011-11-14,f838D73a1AcA4dd,B00C3GBCIS,499,249,250,3.00,750.00,
CA-2012-103835,2012-09-24,2012-09-28,D1ffc455BE1ab2e,B00URH5E34,39,39,0,3.00,0.00,
CA-2012-103835,2012-09-24,2012-09-28,7ffdc6cfcB8bEf6,B00EYW1U68,"3,599","1,599",2000,4.00,8000.00,
CA-2013-142398,2013-04-13,2013-04-17,eE322ffA75afC89,B08SMJT55F,"3,990","1,199",2791,7.00,19537.00,
CA-2013-142398,2013-04-13,2013-04-17,fA5FF5fbE098ea7,B0B2DJDCPX,499,209,290,1.00,290.00,
CA-2013-112060,2013-12-05,2013-12-10,15f4FAF78D4db6f,B08Y7MXFMK,"1,499","1,099",400,1.00,400.00,
CA-2011-105270,2011-11-11,2011-11-18,49c9b3729D9040E,B086Q3QMFS,120,120,0,3.00,0.00,
CA-2011-105270,2011-11-11,2011-11-18,575AE57b2ad64c3,B08498H13H,"3,499","1,519",1980,1.00,1980.00,
US-2012-159513,2012-04-02,2012-04-09,87D7420354C5dC0,B07LFQLKFZ,420,420,0,3.00,0.00,
CA-2012-155586,2012-12-12,2012-12-16,1eaF40D3aDb4551,B00LY17RHI,225,225,0,1.00,0.00,
CA-2012-155586,2012-12-12,2012-12-16,29E25A66Df915b1,B07W14CHV8,799,199,600,4.00,2400.00,
CA-2012-155586,2012-12-12,2012-12-16,b9Be8b78fdc6855,B0B9BXKBC7,"3,999","1,799",2200,4.00,8800.00,
CA-2014-141117,2014-10-03,2014-10-09,ebbFccF9776b1C5,B09F5Z694W,"9,625","8,349",1276,6.00,7656.00,
CA-2014-141117,2014-10-03,2014-10-09,bFdD0b5D6Be5Ee4,B0B25LQQPC,"6,100","3,307",2793,6.00,16758.00,
CA-2014-141117,2014-10-03,2014-10-09,93eb5Bf642f92A7,B07GVGTSLN,"1,299",325,974,7.00,6818.00,
CA-2014-141117,2014-10-03,2014-10-09,FFD36b8448435a7,B01LYLJ99X,"1,300",449,851,7.00,5957.00,
CA-2014-140186,2014-09-30,2014-10-03,cCdfaCc7961eEC7,B014SZPBM4,400,380,20,7.00,140.00,
CA-2014-140186,2014-09-30,2014-10-03,3932C8cbB30Ed0a,B08CZHGHKH,"1,399",499,900,1.00,900.00,
CA-2014-140186,2014-09-30,2014-10-03,6b2Ba7d88bDdA21,B0B2RBP83P,"59,890","37,247",22643,2.00,45286.00,
CA-2014-140186,2014-09-30,2014-10-03,35F1d7ACF1E98ee,B078W65FJ7,"2,490",849,1641,1.00,1641.00,
CA-2014-140186,2014-09-30,2014-10-03,bF1a8C40ECc7a69,B08S74GTBT,"1,999",799,1200,2.00,2400.00,
CA-2012-163440,2012-03-22,2012-03-24,C9966eCAbd5F1AC,B0B9BD2YL4,"6,999","2,599",4400,2.00,8800.00,
US-2012-163279,2012-03-22,2012-03-26,BF1d01C90A54dE7,B0BMXMLSMM,999,199,800,4.00,3200.00,
US-2012-163279,2012-03-22,2012-03-26,5Cf3dD6b28B7006,B0141EZMAI,800,269,531,2.00,1062.00,
US-2012-163279,2012-03-22,2012-03-26,ffB8FB3589eEd0b,B07QMRHWJD,999,298,701,3.00,2103.00,
CA-2014-117632,2014-05-13,2014-05-19,ADed0c1b093d89A,B07W7Z6DVL,"2,999","1,499",1500,2.00,3000.00,
CA-2014-117632,2014-05-13,2014-05-19,1b8bd557eeccBb4,B07WMS7TWB,"1,245",649,596,1.00,596.00,
CA-2014-117632,2014-05-13,2014-05-19,7D0cE91963E42Ec,B00H47GVGY,"1,695","1,199",496,5.00,2480.00,
CA-2014-117632,2014-05-13,2014-05-19,Df3E1f93B7B5be7,B07VX71FZP,"2,000","1,199",801,4.00,3204.00,
CA-2012-111206,2012-07-18,2012-07-22,DCA6cFefcbd8e58,B07NCKMXVZ,999,455,544,4.00,2176.00,
CA-2014-133207,2014-11-28,2014-12-04,32625aFEdBf4f62,B0B61DSF17,"1,999",199,1800,4.00,7200.00,
CA-2012-132948,2012-03-27,2012-04-03,ef968C34824a798,B07VQGVL68,499,293,206,5.00,1030.00,
CA-2012-126725,2012-11-17,2012-11-21,1c98Da1cbab2Ff9,B01LWYDEQ7,495,199,296,4.00,1184.00,
CA-2012-126725,2012-11-17,2012-11-21,1C4B0BfBDe9f77c,B07VNFP3C2,"1,245",749,496,5.00,2480.00,
CA-2012-126725,2012-11-17,2012-11-21,EacdbFBC2D60aB1,B00LUGTJGO,"1,549","1,399",150,4.00,600.00,
CA-2012-126725,2012-11-17,2012-11-21,5eCa666ecDdBD51,B01MQZ7J8K,"1,445",749,696,7.00,4872.00,
CA-2012-126725,2012-11-17,2012-11-21,FBC86d9B2Cd7F15,B01GFTEV5Y,"3,193","1,699",1494,5.00,7470.00,
CA-2012-126725,2012-11-17,2012-11-21,5Da583a3aA4aCBA,B00NW4UWN6,"1,345","1,043",302,2.00,604.00,
CA-2012-126725,2012-11-17,2012-11-21,cfC51Eb78eBbc9d,B01NCVJMKX,999,499,500,3.00,1500.00,
US-2014-153255,2014-09-04,2014-09-08,25C7833cD3782C1,B00O24PUO6,"1,650","1,464",186,2.00,372.00,
CA-2013-152247,2013-11-08,2013-11-13,bFedD64adf4C5Bc,B07GXPDLYQ,499,249,250,4.00,1000.00,
CA-2013-128223,2013-06-15,2013-06-15,e4C0A6B675B3E0c,B01C8P29N0,"1,400",625,775,7.00,5425.00,
CA-2013-133935,2013-09-19,2013-09-23,AdC8B0f05fecE4C,B08KDBLMQP,"2,500","1,290",1210,2.00,2420.00,
CA-2013-133935,2013-09-19,2013-09-23,4cA2AFff4CB33eF,B078JDNZJ8,"6,190","3,600",2590,9.00,23310.00,
CA-2013-133935,2013-09-19,2013-09-23,4fA018fb372a8EF,B01M5F614J,"13,999","6,549",7450,9.00,67050.00,
CA-2013-136301,2013-03-14,2013-03-16,dD3e50df682dA1C,B083GKDRKR,"2,995","1,625",1370,2.00,2740.00,
CA-2013-136301,2013-03-14,2013-03-16,0eD7Cc1F849CD62,B097R2V1W8,"5,890","2,599",3291,3.00,9873.00,
US-2011-109456,2011-10-16,2011-10-17,e83cf24520FBeb8,B07YR26BJ3,"2,000","1,199",801,3.00,2403.00,
US-2011-109456,2011-10-16,2011-10-17,2d2CaE9aaDebCcA,B097R45BH8,"13,150","5,499",7651,3.00,22953.00,
CA-2014-100825,2014-09-10,2014-09-15,CF5EDe060e5fCA5,B09X5C9VLK,"3,500","1,299",2201,3.00,6603.00,
CA-2011-168305,2011-11-01,2011-11-08,5DFeEaDE4CAa019,B01C8P29T4,785,599,186,3.00,558.00,
CA-2011-168305,2011-11-01,2011-11-08,2497DfA1EbF2dec,B00HVXS7WC,"3,210","1,999",1211,5.00,6055.00,
CA-2014-108000,2014-01-13,2014-01-17,c7Ff4269Dad0642,B096YCN3SD,"1,000",549,451,1.00,451.00,
CA-2012-146465,2012-11-20,2012-11-24,a767e55C67eb8f6,B09LQH3SD9,"2,000",999,1001,9.00,9009.00,
US-2014-153948,2014-11-07,2014-11-07,8b019Fc206f7601,B09KNMLH4Y,"1,999",398,1601,3.00,4803.00,
US-2014-153948,2014-11-07,2014-11-07,C4ccFC3c6E255ea,B00ABMASXG,720,539,181,4.00,724.00,
US-2014-153948,2014-11-07,2014-11-07,afe3Dd2df8dBc9d,B07QDSN9V6,"1,595",699,896,5.00,4480.00,
US-2014-153948,2014-11-07,2014-11-07,CaF3696521b1Ec9,B00YMJ0OI8,"3,645","2,148",1497,4.00,5988.00,
US-2014-153948,2014-11-07,2014-11-07,5eCB0c0fc9e3B15,B0B8XNPQPN,"7,950","3,599",4351,1.00,4351.00,
US-2013-113985,2013-12-03,2013-12-08,d6b82c7FFA07DAD,B0814P4L98,999,351,648,2.00,1296.00,
US-2013-113985,2013-12-03,2013-12-08,B97ed75eACCf993,B008QTK47Q,"1,745","1,614",131,3.00,393.00,
US-2013-113985,2013-12-03,2013-12-08,36CEe6bC3bC0864,B088ZTJT2R,"1,295",719,576,3.00,1728.00,
US-2013-113985,2013-12-03,2013-12-08,045ACDE7B2c6f7f,B0BK1K598K,"1,499",678,821,3.00,2463.00,
CA-2013-155383,2013-12-18,2013-12-23,cC244d59b1fcBB1,B09Y5FZK9N,"1,545",809,736,3.00,2208.00,
CA-2014-150420,2014-06-04,2014-06-09,aF294aE75f4fe3c,B09J2SCVQT,"5,000","1,969",3031,10.00,30310.00,
CA-2013-103107,2013-07-05,2013-07-05,5F929CC62eeDFBf,B00TDD0YM4,"1,695","1,490",205,5.00,1025.00,
CA-2013-103107,2013-07-05,2013-07-05,aa59377Df120fF5,B078KRFWQB,"3,945","2,499",1446,3.00,4338.00,
CA-2013-103107,2013-07-05,2013-07-05,1bC1BF42ef9fFA0,B07SRM58TP,"2,099","1,665",434,3.00,1302.00,
CA-2014-112431,2014-10-13,2014-10-15,74ff44FDA78e9FE,B00EDJJ7FS,"5,295","3,229",2066,12.00,24792.00,
CA-2014-112431,2014-10-13,2014-10-15,aa83eFC5EbF7706,B0832W3B7Q,"3,595","1,799",1796,2.00,3592.00,
CA-2013-151092,2013-08-07,2013-08-14,f9f5D3dCb425E5a,B07WNK1FFN,"1,699","1,260",439,4.00,1756.00,
CA-2011-104178,2011-08-25,2011-08-29,5778EEEd2d6f23c,B009P2LK08,"1,129",749,380,1.00,380.00,
CA-2011-104178,2011-08-25,2011-08-29,5a92768EE067db8,B07DGD4Z4C,"5,795","3,499",2296,5.00,11480.00,
CA-2011-104178,2011-08-25,2011-08-29,4B27EC39Ab83D9E,B07GMFY9QM,999,379,620,4.00,2480.00,
CA-2011-104178,2011-08-25,2011-08-29,A5dedAeEf108aAd,B0BGPN4GGH,"2,400","1,099",1301,4.00,5204.00,
CA-2013-127138,2013-03-13,2013-03-16,C05fd16Bf9Ca3E3,B0B2DZ5S6R,"1,299",749,550,5.00,2750.00,
CA-2013-127138,2013-03-13,2013-03-16,eb8a292F27CCF4b,B07S851WX5,"1,299","1,299",0,5.00,0.00,
CA-2013-127138,2013-03-13,2013-03-16,17f1B041b0bc58B,B01MY839VW,"1,090",549,541,4.00,2164.00,
CA-2013-127138,2013-03-13,2013-03-16,BAf22D8FEFe1Cac,B09LV1CMGH,"2,000",899,1101,3.00,3303.00,
CA-2014-150602,2014-02-10,2014-02-15,803579cd2cDDCb6,B01EY310UM,"1,545","1,321",224,4.00,896.00,
CA-2011-140732,2011-11-11,2011-11-13,825e0B3FA7FBa23,B09NL7LBWT,"1,999","1,099",900,9.00,8100.00,
CA-2011-140732,2011-11-11,2011-11-13,63E4F5ff5Eb58A1,B008YW8M0G,875,775,100,2.00,200.00,
CA-2011-140732,2011-11-11,2011-11-13,C92E39b2eBE7215,B097R3XH9R,"15,270","6,299",8971,4.00,35884.00,
CA-2014-119011,2014-08-21,2014-08-26,ef2E35aaBbd01D2,B08TM71L54,"4,195","3,190",1005,3.00,3015.00,
CA-2014-119011,2014-08-21,2014-08-26,8A499D4D82EeaC8,B0BPBXNQQT,"1,989",799,1190,6.00,7140.00,
CA-2014-119011,2014-08-21,2014-08-26,b82cDFA96Cf8353,B00W56GLOQ,"5,000","2,699",2301,3.00,6903.00,
CA-2011-141726,2011-07-20,2011-07-22,1DF7EEa5FDbA75b,B0883KDSXC,990,599,391,1.00,391.00,
CA-2011-141726,2011-07-20,2011-07-22,9Ebe23dfA713FCa,B078V8R9BS,"1,111",749,362,2.00,724.00,
CA-2011-141726,2011-07-20,2011-07-22,Afe26be40aaE9BE,B08GSQXLJ2,"10,400","6,199",4201,4.00,16804.00,
